"DEPARTAMENTO_PRESTACION","MUNICIPIO_PRESTACION","SERVICIO","ESTADO","NOMBRE","DEPARTAMENTO_DOMICILIO","MUNICIPIO_DOMICILIO","DIRECCION","TELEFONO","EMAIL","TIPO_INSCRIPCION","REPRESENTANTE_LEGAL","TIPO_PRESTADOR","CLASIFICACION"
"SANTANDER","SABANA DE TORRES","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE LA VEREDA ROSABLANCA - BIRMANIA Y PARCELACION LAS CRISTALINAS Y LA BAHIA","SANTANDER","SABANA DE TORRES","Escuela Rural de la vereda Rosablanca","6293357","acurosablanca.cristalina@gmail.com","Registro por la ESP","DEIBY FABIAN URIBE CARRASQUILLA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"TOLIMA","PLANADAS","ACUEDUCTO","OPERATIVA","Empresa de servicios públicos de Planadas Tolima ESP SAS OFICIAL","TOLIMA","PLANADAS","CALLE 8 N º6-67 CRUZADA SOCIAL","2265033","notificaciones@espplanadas.gov.co","Registro por la ESP","MAURICIO FERNANDO BORRERO SANCHEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"TOLIMA","PLANADAS","ALCANTARILLADO","OPERATIVA","Empresa de servicios públicos de Planadas Tolima ESP SAS OFICIAL","TOLIMA","PLANADAS","CALLE 8 N º6-67 CRUZADA SOCIAL","2265033","notificaciones@espplanadas.gov.co","Registro por la ESP","MAURICIO FERNANDO BORRERO SANCHEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"TOLIMA","PLANADAS","ASEO","OPERATIVA","Empresa de servicios públicos de Planadas Tolima ESP SAS OFICIAL","TOLIMA","PLANADAS","CALLE 8 N º6-67 CRUZADA SOCIAL","2265033","notificaciones@espplanadas.gov.co","Registro por la ESP","MAURICIO FERNANDO BORRERO SANCHEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ASEO","OPERATIVA","SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P","VALLE DEL CAUCA","PALMIRA","CALLE 38No. 31A-04","2859853","sui@seaesp.com","Registro por la ESP","GABRIEL EDUARDO OLAYA OTALORA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","CANDELARIA","ASEO","OPERATIVA","SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P","VALLE DEL CAUCA","PALMIRA","CALLE 38No. 31A-04","2859853","sui@seaesp.com","Registro por la ESP","GABRIEL EDUARDO OLAYA OTALORA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","EL CERRITO","ASEO","OPERATIVA","SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P","VALLE DEL CAUCA","PALMIRA","CALLE 38No. 31A-04","2859853","sui@seaesp.com","Registro por la ESP","GABRIEL EDUARDO OLAYA OTALORA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","GUACARI","ASEO","OPERATIVA","SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P","VALLE DEL CAUCA","PALMIRA","CALLE 38No. 31A-04","2859853","sui@seaesp.com","Registro por la ESP","GABRIEL EDUARDO OLAYA OTALORA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","GUADALAJARA DE BUGA","ASEO","OPERATIVA","SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P","VALLE DEL CAUCA","PALMIRA","CALLE 38No. 31A-04","2859853","sui@seaesp.com","Registro por la ESP","GABRIEL EDUARDO OLAYA OTALORA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","PALMIRA","ASEO","OPERATIVA","SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P","VALLE DEL CAUCA","PALMIRA","CALLE 38No. 31A-04","2859853","sui@seaesp.com","Registro por la ESP","GABRIEL EDUARDO OLAYA OTALORA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","PRADERA","ASEO","OPERATIVA","SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P","VALLE DEL CAUCA","PALMIRA","CALLE 38No. 31A-04","2859853","sui@seaesp.com","Registro por la ESP","GABRIEL EDUARDO OLAYA OTALORA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","RIOFRIO","ASEO","OPERATIVA","SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P","VALLE DEL CAUCA","PALMIRA","CALLE 38No. 31A-04","2859853","sui@seaesp.com","Registro por la ESP","GABRIEL EDUARDO OLAYA OTALORA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","TULUA","ASEO","OPERATIVA","SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P","VALLE DEL CAUCA","PALMIRA","CALLE 38No. 31A-04","2859853","sui@seaesp.com","Registro por la ESP","GABRIEL EDUARDO OLAYA OTALORA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","CURITI","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE LAS VEREDAS LA PEÑA - AGUASEMBRADA","SANTANDER","CURITI","Salón Comunal vereda La Peña","7242430","aguasembrada09@gmail.com","Registro por la ESP","REYNALDO  LOPEZ  APARICIO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","ARATOCA","ACUEDUCTO","OPERATIVA","CORPORACIÓN DE SERVICIO DE ACUEDUCTO, ALCANTARILLADO Y ASEO JAIRO RICO NIÑO DE LA VEREDA CLAVELLINAS SECTOR LA LAJA SAN IGNACIO","SANTANDER","ARATOCA","Vereda Clavellinas sector La Laja San Ignacio","7266687","corposanignacio@yahoo.com","Registro por la ESP","HORACIO APARICIO JAIMES","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","CENTRAL HIDROELÉCTRICA CONCORDIA SAS ESP","ANTIOQUIA","CONCORDIA","Kilómetro 11 Vía Bolombolo - Finca Concordia","4440856","fpuentes@magconsultorias.com","Registro por la ESP","JUAN FELIPE POSADA  ROJAS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
"ANTIOQUIA","GIRARDOTA","ACUEDUCTO","OPERATIVA","ASOCIACIÓN ACUEDUCTO MULTIVEREDAL SAN ESTEBAN","ANTIOQUIA","GIRARDOTA","Vereda San Esteban Casa de Ramón Mesa","7365207","asuasanesteban@hotmail.com","Registro por la ESP","OLGA LUCIA ORTEGA CATANO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"MAGDALENA","SANTA MARTA","ASEO","OPERATIVA","asociación de recicladores de santa marta","MAGDALENA","SANTA MARTA","carrera 89  #  35/ 33","4204430","asorresan@gmail.com","Registro por la ESP","JAIME ENRIQUE CUELLO LEGUIA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOLIVAR","CARTAGENA DE INDIAS","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES DE CARTAGENA ESP","BOLIVAR","CARTAGENA DE INDIAS","NUEVA VENECIA MANZANA L LOTE 7","6532983","regional.arcon1@gmail.com","Registro por la ESP","DIOMEDES MONTES JACKSON","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL SERVICIO DE ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO DE SAN JUAN LOCALIDAD DE SUMAPAZ ESP","BOGOTA, D.C.","BOGOTA, D.C.","CORREGIMIENTO SAN JUAN LOCALIDAD DE SUMAPAZ","3407071","asoaguasclarassumapaz.20@gmail.com","Registro por la ESP","GERARDO RIVEROS ROMERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","ESPACIO PRODUCTIVO SAS ESP","ANTIOQUIA","MEDELLIN","CARRERA 25 # 1A SUR-155 OFICINA 252","3662977","Contacto@esprod.co","Registro por la ESP","PAULO ANDRES MANTILLA GONZALEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
"TOLIMA","MELGAR","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DE SIROMA DE LA VEREDA CUALAMANA DE MELGAR TOLIMA AGUASIROMA","TOLIMA","MELGAR","Carrera 28 No. 11 - 67 Ofic. 613","3706079","duquedazam@gmail.com","Registro por la ESP","JOSE LEOPOLDO JIMENEZ FANDINO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","COOPERATIVA PRESTADORA DE SERVICIOS PÚBLICOS DOMICILIARES ISLOTE Y MUCURA","BOLIVAR","CARTAGENA DE INDIAS","av-1 13-01","2885861","rocio.barrios1264@hotmail.com","Registro por la ESP","ROCIO BARRIOS  DE HOYOS","ORGANIZACION AUTORIZADA","ZONA INSULAR"
,,"ENERGIA ELECTRICA","OPERATIVA","COOPERATIVA PRESTADORA DE SERVICIOS PÚBLICOS DOMICILIARES ISLOTE Y MUCURA","BOLIVAR","CARTAGENA DE INDIAS","av-1 13-01","2885861","rocio.barrios1264@hotmail.com","Registro por la ESP","ROCIO BARRIOS  DE HOYOS","ORGANIZACION AUTORIZADA","ZONA NO INTERCONECTADA"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ESQUISAN S.A  ESP","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 20 N. 82-52 OFICINA 424-413","8053213","auxiliar.oficina@esquisan.com.co","Registro por la ESP","HERSSON ANTONIO ESQUIVEL MORENO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
,,"GAS NATURAL","OPERATIVA","PLUSPETROL COLOMBIA CORPORATION SUCURSAL COLOMBIANA","BOGOTA, D.C.","BOGOTA, D.C.","Av Cra 9 No. 113 - 52  oF 1802 Ed. torres unidad 2","5923777","jmejia@pluspetrol.net","Registro por la ESP","GEOMER WALDYR RODRIGUEZ VARILLAS","SUCURSAL SOCIEDAD EXTRANJERA","SIN CLASIFICACION"
"SANTANDER","FLORIDABLANCA","ASEO","OPERATIVA","COOPERATIVA DE TRABAJO ASOCIADO DE RECICLADORES UNIDOS POR EL MEDIO SOCIAL COLOMBIANO","SANTANDER","FLORIDABLANCA","Barrio Lagos 2 Bodega 1","6000000","recupmsoc@gmail.com","Registro por la ESP","WALTER ADRIAN RUIZ CESPEDES","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"SANTANDER","GIRON","ASEO","OPERATIVA","COOPERATIVA DE TRABAJO ASOCIADO DE RECICLADORES UNIDOS POR EL MEDIO SOCIAL COLOMBIANO","SANTANDER","FLORIDABLANCA","Barrio Lagos 2 Bodega 1","6000000","recupmsoc@gmail.com","Registro por la ESP","WALTER ADRIAN RUIZ CESPEDES","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"SANTANDER","PIEDECUESTA","ASEO","OPERATIVA","COOPERATIVA DE TRABAJO ASOCIADO DE RECICLADORES UNIDOS POR EL MEDIO SOCIAL COLOMBIANO","SANTANDER","FLORIDABLANCA","Barrio Lagos 2 Bodega 1","6000000","recupmsoc@gmail.com","Registro por la ESP","WALTER ADRIAN RUIZ CESPEDES","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","AGENTE EXPERTO EN SERVICIOS PUBLICOS SAS ESP","SANTANDER","BUCARAMANGA","Carrera 27 # 37-33 Centro Empresarial Green Gold Oficina 1102","6884237","agentexperto@gmail.com","Registro por la ESP","SUSANA EDITH HERNANDEZ VILLAMIL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
,,"ENERGIA ELECTRICA","OPERATIVA","TRANSPORTADORA ELECTRICA DEL CARIBE S.A.S  E.S.P","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 134B # 65 36 piso 2","7439630","GERENCIA.TRELCA@GMAIL.COM","Registro por la ESP","ELKIN AZUERO ORJUELA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES RECUPERADORES AMBIENTALES UN PASO AL FUTURO","BOGOTA, D.C.","BOGOTA, D.C.","Carrera  88B # 52-50 sur piso 2","6089373","IVANCEPEDA21CT@GMAIL.COM","Registro por la ESP","MARY LUZ RODRIGUEZ ESPITIA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"CUNDINAMARCA","PACHO","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES RECUPERADORES AMBIENTALES UN PASO AL FUTURO","BOGOTA, D.C.","BOGOTA, D.C.","Carrera  88B # 52-50 sur piso 2","6089373","IVANCEPEDA21CT@GMAIL.COM","Registro por la ESP","MARY LUZ RODRIGUEZ ESPITIA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"CUNDINAMARCA","SOACHA","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES RECUPERADORES AMBIENTALES UN PASO AL FUTURO","BOGOTA, D.C.","BOGOTA, D.C.","Carrera  88B # 52-50 sur piso 2","6089373","IVANCEPEDA21CT@GMAIL.COM","Registro por la ESP","MARY LUZ RODRIGUEZ ESPITIA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"NARINO","IPIALES","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES RECUPERADORES AMBIENTALES UN PASO AL FUTURO","BOGOTA, D.C.","BOGOTA, D.C.","Carrera  88B # 52-50 sur piso 2","6089373","IVANCEPEDA21CT@GMAIL.COM","Registro por la ESP","MARY LUZ RODRIGUEZ ESPITIA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","ROLDANILLO","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES RECUPERADORES AMBIENTALES UN PASO AL FUTURO","BOGOTA, D.C.","BOGOTA, D.C.","Carrera  88B # 52-50 sur piso 2","6089373","IVANCEPEDA21CT@GMAIL.COM","Registro por la ESP","MARY LUZ RODRIGUEZ ESPITIA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACION NACIONAL DE RECICLADORES TRANSFORMADORES","BOGOTA, D.C.","BOGOTA, D.C.","CLL 52 N° 87K-16 SUR","4616001","ASOCIACIONANRT@GMAIL.COM","Registro por la ESP","MILLY YANETH ESPINEL MESA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"NARINO","COLON","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO INTERVEREDAL IDELFONSO OBANDO","NARINO","COLON","Vereda San  Carlos casa No 177","7221783","asuilde@gmail.com","Registro por la ESP","YIOVANY BOLANOS TORO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACION INTEGRAL DE TRABAJADORES INFORMALES DE BOGOTA","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 87C # 73 - 05 SUR","4943794","asociacion@asitrib.com.co","Registro por la ESP","HERIBERTO SANGUINO LOPEZ","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"CUNDINAMARCA","SOACHA","ASEO","OPERATIVA","ASOCIACION INTEGRAL DE TRABAJADORES INFORMALES DE BOGOTA","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 87C # 73 - 05 SUR","4943794","asociacion@asitrib.com.co","Registro por la ESP","HERIBERTO SANGUINO LOPEZ","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOLIVAR","CANTAGALLO","ACUEDUCTO","OPERATIVA","AGUAS PUBLICAS DE CANTAGALLO S.A. E.S.P.","BOLIVAR","CANTAGALLO","CALLE 1A N° 4-50 BARRIO EL CENTRO","6132285","AGUASPCANTAGALLO@HOTMAIL.COM","Registro por la ESP","EDGAR AUGUSTO NARANJO FERNANDEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"BOLIVAR","CANTAGALLO","ALCANTARILLADO","OPERATIVA","AGUAS PUBLICAS DE CANTAGALLO S.A. E.S.P.","BOLIVAR","CANTAGALLO","CALLE 1A N° 4-50 BARRIO EL CENTRO","6132285","AGUASPCANTAGALLO@HOTMAIL.COM","Registro por la ESP","EDGAR AUGUSTO NARANJO FERNANDEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"BOLIVAR","CANTAGALLO","ASEO","OPERATIVA","AGUAS PUBLICAS DE CANTAGALLO S.A. E.S.P.","BOLIVAR","CANTAGALLO","CALLE 1A N° 4-50 BARRIO EL CENTRO","6132285","AGUASPCANTAGALLO@HOTMAIL.COM","Registro por la ESP","EDGAR AUGUSTO NARANJO FERNANDEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","CHIGORODO","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES DE ANTIOQUIA","ANTIOQUIA","MEDELLIN","Carrera 46 # 52-140, Oficina 711","5135101","coordinacion@arreciclar.org","Registro por la ESP","ORLANDO LEON ARENAS MADRIGAL","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","ITAGUI","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES DE ANTIOQUIA","ANTIOQUIA","MEDELLIN","Carrera 46 # 52-140, Oficina 711","5135101","coordinacion@arreciclar.org","Registro por la ESP","ORLANDO LEON ARENAS MADRIGAL","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","LA ESTRELLA","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES DE ANTIOQUIA","ANTIOQUIA","MEDELLIN","Carrera 46 # 52-140, Oficina 711","5135101","coordinacion@arreciclar.org","Registro por la ESP","ORLANDO LEON ARENAS MADRIGAL","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","MEDELLIN","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES DE ANTIOQUIA","ANTIOQUIA","MEDELLIN","Carrera 46 # 52-140, Oficina 711","5135101","coordinacion@arreciclar.org","Registro por la ESP","ORLANDO LEON ARENAS MADRIGAL","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","SABANETA","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES DE ANTIOQUIA","ANTIOQUIA","MEDELLIN","Carrera 46 # 52-140, Oficina 711","5135101","coordinacion@arreciclar.org","Registro por la ESP","ORLANDO LEON ARENAS MADRIGAL","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
,,"GAS NATURAL","OPERATIVA","AXENERGIA S.A.S.","ANTIOQUIA","MEDELLIN","CRA 18 # 1 - 171","5789085","gerencia@axenergia.com","Registro por la ESP","JUAN MANUEL DOMINGUEZ PADILLA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SIN CLASIFICACION"
,,"ENERGIA ELECTRICA","OPERATIVA","GECELCA 3 S.A.S. E.S.P.","CORDOBA","PUERTO LIBERTADOR","KM 24 VIA ALTERNA PUERTO LIBERTADOR PICA PICA","3303010","kporras@gecelca.com.co","Registro por la ESP","ERICK WEHDEKING  ARCIERI","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
,,"GAS NATURAL","OPERATIVA","TERPEL ENERGIA S.A.S E.S.P","BOGOTA, D.C.","BOGOTA, D.C.","CRA 7 75 51 P 8","3175353","ccardenas@optimaconsultores.com.co","Registro por la ESP","ALFONSO IBARRA CASTILLO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SIN CLASIFICACION"
,,"ENERGIA ELECTRICA","OPERATIVA","TERPEL ENERGIA S.A.S E.S.P","BOGOTA, D.C.","BOGOTA, D.C.","CRA 7 75 51 P 8","3175353","ccardenas@optimaconsultores.com.co","Registro por la ESP","ALFONSO IBARRA CASTILLO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DE ACUEDUCTO DE LA VEREDA LAS ANIMAS CON LA SIGLA ASOAGUA Y CAÑIZO ESP","BOGOTA, D.C.","BOGOTA, D.C.","LOCALIDAD SUMAPAZ, VEREDA LAS ANIMAS","7610149","acueductolasanimas2015@gmail.com","Registro por la ESP","LIBARDO DIAZ DIAZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACION ECOLOGICA DE RECICLADORES ECOORA ESP","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 123 A Calle 128 Bis No 34","5357008","alirioeco@gmail.com","Registro por la ESP","ALIRIO MORALES RINCON","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACIÓN ENTIDAD MEDIOAMBIENTAL DE RECICLADORES","BOGOTA, D.C.","BOGOTA, D.C.","Diagonal 38 sur No. 81 G-66 Bodega 5 y 6","7452730","atencionalusuario@emrsesp.com","Registro por la ESP","ANNY PAOLA ROMERO OCAMPO","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"CUNDINAMARCA","SOACHA","ASEO","OPERATIVA","ASOCIACIÓN ENTIDAD MEDIOAMBIENTAL DE RECICLADORES","BOGOTA, D.C.","BOGOTA, D.C.","Diagonal 38 sur No. 81 G-66 Bodega 5 y 6","7452730","atencionalusuario@emrsesp.com","Registro por la ESP","ANNY PAOLA ROMERO OCAMPO","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES","BOGOTA, D.C.","BOGOTA, D.C.","Cra 4 P Nº 55a17 Sur","5890473","recikolping@gmail.com","Registro por la ESP","YURY JOHANNA RAMIREZ PABON","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES AMBIENTALES","BOGOTA, D.C.","BOGOTA, D.C.","cll 130 No. 158 A - 49","3099114","arambal@live.com","Registro por la ESP","ALBERTO ANTONIO AVILA SIERRA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","COOPERATIVA DE RECUPERADORES ASOCIADOS DE TEUSAQUILLO","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 19  No 16 a -   51","4978290","coprat2014@gmail.com","Registro por la ESP","MARITZA MUNOZ ORTIZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES DE CALI","VALLE DEL CAUCA","CALI","CRA 12 NRO 11-24","8804644","comercializadoraarc@gmail.om","Registro por la ESP","SANTO ESPOLITO MURILLO AGUIRRE","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","EMPRESA ASOCIATIVA DE TRABAJO PARA LA PRESTACION DE SERVICIOS PUBLICOS DE ENERGIA ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE SANTA BARBARA ISCUA","NARINO","SANTA BARBARA","BRR LOS ANGELES CLL 1#7 25","7275682","jml1803@hotmail.com","Registro por la ESP","NABILA ESTUPIANAN ESTUPIANAN","ORGANIZACION AUTORIZADA","ZONA NO INTERCONECTADA"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACIÓN DE CARRETEROS RECICLADORES DE BOGOTÁ ACB","BOGOTA, D.C.","BOGOTA, D.C.","CARRERA 13F # 58 - 25 sur Piso 2","9277491","acbesp@gmail.com","Registro por la ESP","GUILLERMO ZAMBRANO","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","Precooperativa Multiactiva Conciencia Ecológica PRMCEG No Al Calentamiento Global","BOGOTA, D.C.","BOGOTA, D.C.","KR 104 16H-38 INT 4","4156472","coomceg20@gmail.com","Registro por la ESP","AURORA LILIA HERNANDEZ MUNOZ","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
,,"GAS NATURAL","OPERATIVA","CNE OIL & GAS SAS","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 113 No 7-45 TORRE B OF. 1501","6211747","notificacionesjudiciales@canacolenergy.com","Registro por la ESP","ANDRES VALENZUELA PACHON","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SIN CLASIFICACION"
,,"GAS LICUADO DEL PETROLEO","OPERATIVA","CENTAURO GAS SA ESP","META","MESETAS","CALLE 8 # 5 - 26","6277849","centaurogasespsa@hotmail.com","Registro por la ESP","MARTHA CORDOBA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SIN CLASIFICACION"
,,"GAS NATURAL","OPERATIVA","SINERGAS SAS ESP","ANTIOQUIA","MEDELLIN","CRA 25 # 1A SUR 155","3537172","juancivil@une.net.co","Registro por la ESP","JUAN DIEGO ARANGO GUTIERREZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SIN CLASIFICACION"
